window,id,circadian,color,frame,occupant,treatment,objects,signage,notable,special,master
window-0382,w-491,AWAKE,amber,double-hung,,roller shade,plants,,A small potted plant sits on the sill below a half-drawn shade glowing warm amber.,,WINDOWSTACK2026_5_0035_windows-02659.png
window-0383,w-493,AWAKE,amber,double-hung,,roller shade,lamp,,A half-drawn shade reveals a warm lamp glow at the bottom of an otherwise dim window.,,WINDOWSTACK2026_5_0037_windows-02621.png
window-0384,w-494,AWAKE,amber,double-hung,,,bottle,,A warm amber double-hung window with shadowy bottles silhouetted on the lower sill.,,WINDOWSTACK2026_5_0038_windows-02613.png
window-0385,w-495,AWAKE,orange,double-hung,,,plants,,A bicycle and plant silhouetted against a warm amber interior glow.,,WINDOWSTACK2026_5_0039_windows-02612.png
window-0386,w-496,AWAKE,amber,double-hung,,roller shade,plants|signage,WARNING,A diagonal warning tape crosses the lower pane above a potted plant in warm amber light.,,WINDOWSTACK2026_5_0040_windows-02611.png
window-0387,w-497,AWAKE,amber,paned grid,,,figurine|sign|framed art|signage,DEVOTION,Silhouetted figurines and the word DEVOTION glow against a deep amber interior.,,WINDOWSTACK2026_5_0041_windows-02610.png
window-0388,w-499,AWAKE,amber,other,,,lamp,,An ornate Moroccan-style pendant lantern hangs glowing against a warm amber wall.,,WINDOWSTACK2026_5_0043_windows-02604.png
window-0389,w-500,AWAKE,amber,double-hung,,roller shade,lamp|figurine,,A glowing amber interior with a round pendant lamp hovering above a windowsill lined with silhouetted figurines.,,WINDOWSTACK2026_5_0044_windows-02586.png
window-0390,w-501,AWAKE,amber,double-hung,,roller shade,string lights|figurine,,Silhouetted mask-like figurines line the sill beneath a warm amber glow and hanging bulbs.,,WINDOWSTACK2026_5_0045_windows-02585.png
window-0391,w-504,AWAKE,amber,double-hung,,sheer curtains,lamp|air conditioner,,A glowing lampshade casts a warm amber glow filling the entire double-hung window.,,WINDOWSTACK2026_5_0048_windows-02562-4.png
window-0392,w-505,AWAKE,amber,double-hung,,roller shade|sheer curtains,lamp,,A single warm lamp glows softly on the sill of a darkened double-hung window.,,WINDOWSTACK2026_5_0049_windows-02562-3.png
window-0393,w-507,AWAKE,amber,double-hung,,roller shade,plants,,A warm amber roller-shaded window with a leafy plant and a dark monitor on the sill.,,WINDOWSTACK2026_5_0051_windows-02543.png
window-0394,w-508,AWAKE,amber,double-hung,,pleated shade,air conditioner,,A glowing amber pleated shade fills the double-hung window above a silhouetted air conditioner.,,WINDOWSTACK2026_5_0052_windows-02542.png
window-0395,w-509,AWAKE,orange,double-hung,,,bottle,,A deep amber glow fills a double-hung window with shadowy objects clustered on the sill.,,WINDOWSTACK2026_5_0053_windows-02501.png
window-0396,w-510,AWAKE,amber,double-hung,,sheer curtains,plants,,Backlit potted plants silhouetted against a warm amber glow on the upper sash.,,WINDOWSTACK2026_5_0054_windows-02500.png
window-0397,w-511,AWAKE,amber,casement,,,chandelier,,A glowing crystal chandelier hangs alone in an amber-lit window.,,WINDOWSTACK2026_5_0055_windows-02499.png
window-0398,w-513,AWAKE,brown,double-hung,,lace curtains,ceiling fixture,,A dim ceiling fixture glows above lace curtains in a deeply shadowed double-hung window.,,WINDOWSTACK2026_5_0057_windows-02497.png
window-0399,w-514,AWAKE,amber,paned grid,,,lamp|plants,,A fringed lampshade and a leafy potted plant silhouetted against a glowing amber interior.,,WINDOWSTACK2026_5_0058_windows-02496.png
window-0400,w-515,AWAKE,amber,paned grid,,,plants|fan|framed art,,"A warm amber-glowing window silhouettes plants, a cactus, and a green fan against the light.",,WINDOWSTACK2026_5_0059_windows-02445.png
window-0401,w-516,ASLEEP,black,double-hung,,curtains,bottle,,A mostly dark window with a glowing red curtain revealing a water bottle on the sill.,,WINDOWSTACK2026_5_0060_windows-02444.png
window-0402,w-517,AWAKE,gray,paned grid,,,plants,,Rows of pale terracotta pots line metal wire shelves behind a gridded window.,,WINDOWSTACK2026_5_0061_windows-02443.png
window-0403,w-518,AWAKE,amber,double-hung,,,figurine|plants,,A warm amber glow silhouettes a row of small figurines on a sill below a sparkling textured glass panel.,,WINDOWSTACK2026_5_0062_windows-02442.png
window-0404,w-519,AWAKE,teal,double-hung,dog,curtains,,,A dog sits in silhouette against a cool teal glow behind a half-drawn curtain.,,WINDOWSTACK2026_5_0063_windows-02437.png
window-0405,w-520,ASLEEP,black,double-hung,,,books|string lights,,A row of books lines the lower sill beneath a faint string of warm lights in an otherwise dark window.,,WINDOWSTACK2026_5_0064_windows-02434.png
window-0406,w-521,AWAKE,amber,double-hung,,roller shade,plants,,A small evergreen tree silhouetted against a warm amber-lit shade.,,WINDOWSTACK2026_5_0065_windows-02433.png
window-0407,w-523,AWAKE,pink,double-hung,,security,lamp|plants,,A trailing plant climbs the security bars beneath a soft pink interior glow.,,WINDOWSTACK2026_5_0067_windows-02431.png
window-0408,w-524,AWAKE,brown,double-hung,,,holiday decoration,,A festive deer with a red bow fills the window in a snowy winter scene.,yes,WINDOWSTACK2026_5_0068_windows-02429.png
window-0409,w-525,AWAKE,amber,paned grid,,curtains,books|plants,,A small teal spherical object stands out against the warm amber clutter of books and a hanging plant.,,WINDOWSTACK2026_5_0069_windows-02427.png
window-0410,w-526,AWAKE,pink,double-hung,,,plants,,A spiky aloe-like plant casts a dramatic silhouette against a soft pink glow.,yes,WINDOWSTACK2026_5_0070_windows-02426.png
window-0411,w-527,AWAKE,amber,double-hung,,,plants|grow light,,A warm amber upper pane contrasts with blue grow-light glow over potted plants below.,,WINDOWSTACK2026_5_0071_windows-02420.png
window-0412,w-529,AWAKE,brown,double-hung,,roller shade,plants|flowers|vase,,Potted plants and flowers line the sill below a half-drawn roller shade in warm light.,,WINDOWSTACK2026_5_0073_windows-02413.png
window-0413,w-530,AWAKE,black,double-hung,,,,,A solitary orange glow emerges from the dark lower pane of an otherwise pitch-black window.,,WINDOWSTACK2026_5_0074_windows-02413-2.png
window-0414,w-531,AWAKE,amber,double-hung,,curtains,chandelier,,An ornate wrought-iron chandelier silhouetted against a glowing amber interior with a doorway beyond.,,WINDOWSTACK2026_5_0075_windows-02403.png
window-0415,w-533,ASLEEP,brown,double-hung,,curtains,,,Pale sheets of paper taped to the lower pane glow against an almost black interior.,,WINDOWSTACK2026_5_0077_windows-02400.png
window-0416,w-534,AWAKE,orange,paned grid,,roller shade,air conditioner,,Stacked amber-glowing panes with a fan and air conditioner silhouetted in the lower section.,,WINDOWSTACK2026_5_0078_windows-02400-2.png
window-0417,w-535,AWAKE,gray,other,,roller shade,lamp|furniture,,A cool gray interior with a single warm amber lamp glowing in a back room.,,WINDOWSTACK2026_5_0079_windows-02399.png
window-0418,w-536,AWAKE,amber,paned grid,,security,,,An industrial paned window glowing amber behind a diamond-pattern wire security mesh.,,WINDOWSTACK2026_5_0080_windows-02399-4.png
window-0419,w-538,AWAKE,amber,double-hung,,sheer curtains,lamp,,A warm lamp glows softly behind gently parted sheer curtains in a double-hung window.,,WINDOWSTACK2026_5_0082_windows-02399-2.png
window-0420,w-539,AWAKE,purple,double-hung,,curtains,string lights,,A purple-lit room glows behind sheer curtains with warm string lights strung across the top.,,WINDOWSTACK2026_5_0083_windows-02398.png
window-0421,w-540,AWAKE,amber,double-hung,,roller shade,,,Both sashes covered with a mottled amber translucent material glowing like aged parchment.,,WINDOWSTACK2026_5_0084_windows-02398-3.png
window-0422,w-542,AWAKE,gray,double-hung,,roller shade|security,holiday decoration,,"A decorated Christmas tree pressed against a frosted, dimly glowing window.",,WINDOWSTACK2026_5_0086_windows-02397.png
window-0423,w-543,AWAKE,amber,double-hung,,curtains|security,,,A softly curtained window glowing amber behind a black metal security guard.,,WINDOWSTACK2026_5_0087_windows-02397-2.png
window-0424,w-544,AWAKE,amber,double-hung,,sheer curtains,lamp,,A glowing lamp behind sheer curtains casts a warm amber bloom across the double-hung panes.,,WINDOWSTACK2026_5_0088_windows-02396.png
window-0425,w-545,AWAKE,amber,double-hung,,curtains,ceiling fixture,,A row of small ceiling lights glows above amber curtains with a ladder visible below.,,WINDOWSTACK2026_5_0089_windows-02395.png
window-0426,w-546,AWAKE,orange,other,,,sign|signage,CHAPEL A 4 & 8PM,"A glowing amber window framing a black letter board reading ""Chapel A, 4 & 8PM"".",,WINDOWSTACK2026_5_0090_windows-02390.png
window-0427,w-547,AWAKE,orange,double-hung,,sheer curtains,furniture,,Sheer curtains glow with a vivid sunset-orange and pink gradient behind a classic double-hung frame.,,WINDOWSTACK2026_5_0091_windows-02389.png
window-0428,w-548,AWAKE,amber,paned grid,,,ceiling fixture,,A warm amber glow fills a multi-paned window with dark silhouetted objects on the sill.,,WINDOWSTACK2026_5_0092_windows-02388.png
window-0429,w-550,AWAKE,blue,paned grid,,,figurine,,Dark silhouetted figurines arranged against an intense glowing blue interior in a paned window.,,WINDOWSTACK2026_5_0094_windows-02384.png
window-0430,w-551,AWAKE,amber,double-hung,,sheer curtains,lamp|furniture,,A deep amber glow saturates the sheer-curtained window with soft silhouettes of furniture inside.,,WINDOWSTACK2026_5_0095_windows-02383.png
window-0431,w-553,AWAKE,amber,glass block,,frosted glass,,,A tall grid of glass blocks glowing amber with hints of red diffused behind the textured glass.,,WINDOWSTACK2026_5_0097_windows-02382.png
window-0432,w-554,AWAKE,amber,glass block,,,,,"A grid of amber-glowing glass blocks framed in black, with a warm light source concentrated near the lower center.",,WINDOWSTACK2026_5_0098_windows-02379.png
window-0433,w-555,AWAKE,brown,paned grid,,,flowers|plants,,A silhouetted bouquet sits before a dim interior cabinet glimpsed through a paned window.,,WINDOWSTACK2026_5_0099_windows-02378.png
window-0434,w-556,AWAKE,blue,double-hung,,pleated shade,air conditioner|signage,FRIGIDAIRE,An intense electric-blue glow fills the pleated shades above a Frigidaire air conditioner.,,WINDOWSTACK2026_5_0100_windows-02376.png
window-0435,w-557,ASLEEP,black,double-hung,,curtains,sign|signage,,"A dark, nearly opaque window framed in glowing gold trim with a small yellow sticker affixed to the upper pane.",,WINDOWSTACK2026_5_0101_windows-02375.png
window-0436,w-558,AWAKE,green,paned grid,,,plants,,A window crowded with potted plants on wire shelving glowing against a pink-tinted backdrop.,,WINDOWSTACK2026_5_0102_windows-02374.png
window-0437,w-559,AWAKE,amber,double-hung,,sheer curtains,,,A glowing amber double-hung window softly lit behind sheer curtains.,,WINDOWSTACK2026_5_0103_windows-02373.png
window-0438,w-560,AWAKE,amber,paned grid,,roller shade,,,A glowing amber double-hung window with a paned upper sash and a half-drawn shade below.,,WINDOWSTACK2026_5_0104_windows-02372.png
window-0439,w-561,AWAKE,amber,paned grid,,curtains,sign|poster|signage,HARRIS WALZ JOIN to,A glowing amber window displaying a Harris Walz campaign sign behind the lower panes.,,WINDOWSTACK2026_5_0105_windows-02371.png
window-0440,w-562,AWAKE,orange,double-hung,,roller shade,bottle,,Silhouetted bathroom bottles glow against a warm amber-lit shade.,,WINDOWSTACK2026_5_0106_windows-02369.png
window-0441,w-563,AWAKE,orange,double-hung,,curtains,air conditioner,,A glowing amber-curtained window framed in black with an air conditioner unit at the base.,,WINDOWSTACK2026_5_0107_windows-02368.png
window-0442,w-564,AWAKE,orange,double-hung,,venetian blinds,air conditioner|ceiling fixture|furniture,,"A glowing orange interior behind venetian blinds, silhouetting a ceiling fan and an air conditioner unit.",,WINDOWSTACK2026_5_0108_windows-02367.png
window-0443,w-565,ASLEEP,black,double-hung,,venetian blinds,figurine,,A small white horse figurine and other animal figures sit on the sill beneath half-raised blinds and a warm glow.,,WINDOWSTACK2026_5_0109_windows-02364.png
window-0444,w-566,AWAKE,amber,double-hung,,sheer curtains,air conditioner,,A warm amber glow silhouettes draped sheer curtains above a window air conditioner.,,WINDOWSTACK2026_5_0110_windows-02362.png
window-0445,w-567,AWAKE,brown,other,,,flowers|sign|plants|signage,325,White pussy willow branches climb the glass of a weathered pink door marked 325.,,WINDOWSTACK2026_5_0111_windows-02361.png
window-0446,w-568,ASLEEP,brown,double-hung,,abandoned,,,"The window is boarded up from inside with a plywood panel, leaving no interior life visible.",,WINDOWSTACK2026_5_0112_windows-02360.png
window-0447,w-573,AWAKE,blue,double-hung,,sheer curtains|stained glass,flag,,A small American flag hangs over sheer curtains above a colorful stained-glass lower pane.,,WINDOWSTACK2026_6_0002_windows-04697.png
window-0448,w-574,AWAKE,orange,double-hung,,,lamp|jar|bottle|mirror,,A warm peach-toned room with a small pendant fixture above and an assortment of jars and bottles lining the lower sill.,,WINDOWSTACK2026_6_0003_windows-04696.png
window-0449,w-575,AWAKE,black,arched,,sheer curtains|security,lamp,,An arched window framed by ornate wrought-iron scrollwork glows warm amber behind sheer curtains with a small red lamp inside.,,WINDOWSTACK2026_6_0004_windows-04695.png
window-0450,w-576,AWAKE,green,double-hung,,roller shade,plants,,"A plant silhouetted against an intense, saturated green glow fills the lower pane.",,WINDOWSTACK2026_6_0005_windows-04693.png
window-0451,w-578,AWAKE,orange,paned grid,,curtains,,,"A warm amber curtain glows behind a dark grid of mullions, dimming toward a black lower panel.",,WINDOWSTACK2026_6_0007_windows-04305-2.png
window-0452,w-579,AWAKE,teal,double-hung,,lace curtains,plants,,A silhouetted potted plant stands against patterned lace curtains glowing in cool teal.,,WINDOWSTACK2026_6_0008_windows-04301.png
window-0453,w-580,AWAKE,blue,double-hung,,frosted glass,plants,,Frosted glass casts a cool blue glow over silhouetted plants framed by a warm brick facade.,,WINDOWSTACK2026_6_0009_windows-04300.png
window-0454,w-582,AWAKE,black,storefront,,,neon sign|sign|signage,JEWELRY,"A blue neon diamond and gold ""JEWELRY"" sign glow above a dim display of hanging necklaces.",,WINDOWSTACK2026_6_0011_windows-04286.png
window-0455,w-583,AWAKE,orange,storefront,,,neon sign|plants|signage,HAPPY NEW YEAR,"A glowing orange ""HAPPY NEW YEAR"" neon dominates the storefront beside a blue LED sign strip.",,WINDOWSTACK2026_6_0012_windows-04283.png
window-0456,w-584,AWAKE,amber,other,,venetian blinds,sign|signage,针灸 痛症 妇科 646-354-8828,Red Chinese acupuncture clinic lettering glows over warm venetian blinds.,,WINDOWSTACK2026_6_0013_windows-04281.png
window-0457,w-585,AWAKE,white,double-hung,,venetian blinds,plants|poster,,Potted plants and a hanging umbrella crowd the lower sill beneath blinds.,,WINDOWSTACK2026_6_0014_windows-04281-2.png
window-0458,w-586,AWAKE,gold,other,,,poster|sign|signage,绝不要求付款,A glowing backlit wedding-service advertisement poster filled with bridal photos and Chinese text.,,WINDOWSTACK2026_6_0015_windows-04257.png
window-0459,w-587,AWAKE,gold,storefront,,,sign|poster|signage,THE ONE EVENT PLANNING ONE STOP SERVICE Just say I DO and let us do the rest THE ONE WEDDING PLAZA (412)403.3316 (917)907.2929,A gold-on-black wedding planning business sign covered in Chinese and English text with red neon shapes glowing below.,,WINDOWSTACK2026_6_0016_windows-04257-2.png
